PCP_Specific Surface Area (BET)_value,PCP_Total Pore Volume_value,PCP_Micropore Volume_value,PCP_Micropore Specific Surface Area_value,PCP_Mesopore Volume_value,PCP_Average Pore Diameter_value,PCP_Degree of Graphitization (Raman ID_IG)_value,PCP_Interlayer Spacing (XRD d002)_value,PCP_Element Content_C_value,PCP_Element Content_N_value,PCP_Element Content_O_value,PCP_Element Content_H_value,PCP_Element Content_S_value,Electrochem_Specific Capacitance_condition_value,Electrochem_Specific Capacitance_value,Electrochem_Cycle Stability_Cycle Number_value,Electrochem_Cycle Stability_Capacity Retention_value,Electrochem_Energy Density_value,Electrochem_Power Density_value,Electrochem_Voltage Window_value_min,Electrochem_Voltage Window_value_max,Electrochem_ESR_value,Electrochem_Rct_value,Preparation_Carbonization Temperature_value,doi
1742.59,0.718,0.646,,0.072,1.64,1.06,,96.82,,3.18,,,0.5,349.0,10000.0,92.57,7.57,4.58,0.0,1.0,0.95,0.95,,10.1016_j.jiec.2024.07.043_extracted_structured
1742.59,0.718,0.646,,0.072,1.64,1.06,,96.82,,3.18,,,,228.0,10000.0,92.57,7.57,4.58,0.0,1.0,0.95,0.95,,10.1016_j.jiec.2024.07.043_extracted_structured
1647.18,0.719,0.641,,0.078,1.75,,,96.82,,3.18,,,,,,,,,0.0,1.0,,,,10.1016_j.jiec.2024.07.043_extracted_structured
1536.94,0.664,0.565,,0.099,1.73,,,97.33,,2.67,,,,,,,,,0.0,1.0,,,,10.1016_j.jiec.2024.07.043_extracted_structured
1547.32,0.638,0.581,,0.057,1.65,,,97.33,,2.67,,,,,,,,,0.0,1.0,,,,10.1016_j.jiec.2024.07.043_extracted_structured
1399.43,0.628,0.52,,0.108,1.8,,,97.33,,2.67,,,,,,,,,,,,,,10.1016_j.jiec.2024.07.043_extracted_structured
337.5,0.207,0.109,268.3,0.103,,,,,,,,,0.1,40.8,,,,,0.0,1.23,0.1181,0.05899,800.0,10.1016_j.energy.2017.04.065_extracted_structured
337.5,0.207,0.109,268.3,0.103,,,,,,,,,0.3,21.6,,,,,0.0,1.23,0.1181,0.05899,800.0,10.1016_j.energy.2017.04.065_extracted_structured
337.5,0.207,0.109,268.3,0.103,,,,,,,,,,12.0,,,,,0.0,1.23,0.1181,0.05899,800.0,10.1016_j.energy.2017.04.065_extracted_structured
527.1,0.327,0.159,392.0,0.171,,,,,,,,,0.1,110.2,5000.0,78.0,,,0.0,1.23,0.1449,0.2648,800.0,10.1016_j.energy.2017.04.065_extracted_structured
527.1,0.327,0.159,392.0,0.171,,,,,,,,,0.3,100.0,5000.0,78.0,,,0.0,1.23,0.1449,0.2648,800.0,10.1016_j.energy.2017.04.065_extracted_structured
527.1,0.327,0.159,392.0,0.171,,,,,,,,,1.0,86.0,5000.0,78.0,,,0.0,1.23,0.1449,0.2648,800.0,10.1016_j.energy.2017.04.065_extracted_structured
527.1,0.327,0.159,392.0,0.171,,,,,,,,,5.0,97.0,5000.0,78.0,,,0.0,1.23,0.1449,0.2648,800.0,10.1016_j.energy.2017.04.065_extracted_structured
527.1,0.327,0.159,392.0,0.171,,,,,,,,,,60.0,5000.0,78.0,,,0.0,1.23,0.1449,0.2648,800.0,10.1016_j.energy.2017.04.065_extracted_structured
14.127,0.085,0.002,,,,,,,,,,,1.0,8.7,,,,,0.0,1.0,,,800.0,10.1016_j.jcis.2018.12.029_extracted_structured
,,,,,,1.035,,,,,,,1.0,179.0,,,,,0.0,1.0,,,800.0,10.1016_j.jcis.2018.12.029_extracted_structured
2010.097,1.512,0.055,,,3.008,1.062,0.4,,,,,,1.0,333.0,10000.0,92.3,26.2,790.0,0.0,1.0,,,800.0,10.1016_j.jcis.2018.12.029_extracted_structured
2010.097,1.512,0.055,,,3.008,1.062,0.4,,,,,,,,10000.0,92.3,26.2,790.0,0.0,1.0,,,800.0,10.1016_j.jcis.2018.12.029_extracted_structured
,,,,,,1.08,,,,,,,1.0,237.0,,,,,0.0,1.0,,,800.0,10.1016_j.jcis.2018.12.029_extracted_structured
,,,,,,,,,,,,,1.0,135.0,,,,,0.0,1.0,,,700.0,10.1016_j.jcis.2018.12.029_extracted_structured
,,,,,,,,,,,,,1.0,171.0,,,,,0.0,1.0,,,900.0,10.1016_j.jcis.2018.12.029_extracted_structured
826.052,0.912,0.267,,,4.414,,,,,,,,1.0,182.0,,,,,0.0,1.0,,,800.0,10.1016_j.jcis.2018.12.029_extracted_structured
16.4,0.047,0.0,0.0,0.047,2.42,,,96.01,,2.5,,0.55,,,,,,,-1.0,0.0,,,,10.1016_j.matchemphys.2024.129653_extracted_structured
1172.9,0.86,0.478,,0.377,2.42,1.2,,83.53,,9.18,,2.19,,,,,,,-1.0,0.0,,,900.0,10.1016_j.matchemphys.2024.129653_extracted_structured
938.7,0.479,0.413,,0.067,2.42,1.14,,90.04,,5.28,,2.26,0.5,496.0,2000.0,90.13,42.02,500.95,-1.0,0.0,,,900.0,10.1016_j.matchemphys.2024.129653_extracted_structured
938.7,0.479,0.413,,0.067,2.42,1.14,,90.04,,5.28,,2.26,,,2000.0,90.13,42.02,500.95,-1.0,0.0,,,900.0,10.1016_j.matchemphys.2024.129653_extracted_structured
321.0,0.156,0.138,,0.018,2.42,1.1,,80.21,,11.87,,2.3,0.5,344.0,,,,,-1.0,0.0,,,900.0,10.1016_j.matchemphys.2024.129653_extracted_structured
316.7,0.186,0.106,,0.08,2.42,1.16,,,,2.19,,2.19,0.5,390.0,,,,,-1.0,0.0,,,900.0,10.1016_j.matchemphys.2024.129653_extracted_structured
480.0,0.36,0.2,387.0,0.16,,,,67.78,2.17,28.04,1.87,0.14,0.5,231.0,,,,,0.2,0.7,,,600.0,10.1016_j.jpowsour.2016.12.022_extracted_structured
480.0,0.36,0.2,387.0,0.16,,,,67.78,2.17,28.04,1.87,0.14,,201.0,,,,,0.2,0.7,,,600.0,10.1016_j.jpowsour.2016.12.022_extracted_structured
655.0,0.44,0.23,587.0,0.21,,,0.36,79.54,1.7,18.76,,,0.5,270.0,10000.0,96.1,13.9,460.0,0.2,0.7,,,700.0,10.1016_j.jpowsour.2016.12.022_extracted_structured
655.0,0.44,0.23,587.0,0.21,,,0.36,79.54,1.7,18.76,,,,250.0,10000.0,96.1,13.9,460.0,0.2,0.7,,,700.0,10.1016_j.jpowsour.2016.12.022_extracted_structured
712.0,0.56,0.25,562.0,0.31,,,,,1.88,22.56,,,0.5,250.0,,,,,0.2,0.7,,,800.0,10.1016_j.jpowsour.2016.12.022_extracted_structured
712.0,0.56,0.25,562.0,0.31,,,,,1.88,22.56,,,,179.0,,,,,0.2,0.7,,,800.0,10.1016_j.jpowsour.2016.12.022_extracted_structured
0.1175,,,,,,,,,,,,,0.25,157.0,,,,,0.0,1.0,0.5,,,10.1016_j.carbon.2023.01.013_extracted_structured
0.1175,,,,,,,,,,,,,10.0,331.0,,,,,0.0,1.0,0.5,,,10.1016_j.carbon.2023.01.013_extracted_structured
,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,10.1016_j.carbon.2023.01.013_extracted_structured
,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,10.1016_j.carbon.2023.01.013_extracted_structured
3381.0,,,,,,,,,,,,,0.25,441.0,20000.0,89.9,10.9,6.4,0.0,1.0,1.8,1.04,,10.1016_j.carbon.2023.01.013_extracted_structured
3381.0,,,,,,,,,,,,,10.0,331.0,20000.0,89.9,10.9,6.4,0.0,1.0,1.8,1.04,,10.1016_j.carbon.2023.01.013_extracted_structured
3022.0,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,10.1016_j.carbon.2023.01.013_extracted_structured
2847.0,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,10.1016_j.carbon.2023.01.013_extracted_structured
,,,,,,,,,,,,,1.0,9.21,,,,,0.0,1.0,0.76,0.213,,10.1016_j.jnoncrysol.2024.123064_extracted_structured
,,,,,,,,,,,,,2.0,7.98,,,,,0.0,1.0,0.76,0.213,,10.1016_j.jnoncrysol.2024.123064_extracted_structured
,,,,,,,,,,,,,5.0,4.23,,,,,0.0,1.0,0.76,0.213,,10.1016_j.jnoncrysol.2024.123064_extracted_structured
,,,,,,,,,,,,,10.0,4.05,,,,,0.0,1.0,0.76,0.213,,10.1016_j.jnoncrysol.2024.123064_extracted_structured
,,,,,,,,,,,,,15.0,3.75,,,,,0.0,1.0,0.76,0.213,,10.1016_j.jnoncrysol.2024.123064_extracted_structured
,,,,,,,,,,,,,,3.5,,,,,0.0,1.0,0.76,0.213,,10.1016_j.jnoncrysol.2024.123064_extracted_structured
562.77,0.21,,,,2.04,,,,,,,,1.0,113.86,,,,,0.0,1.0,0.65,0.116,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
562.77,0.21,,,,2.04,,,,,,,,2.0,107.0,,,,,0.0,1.0,0.65,0.116,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
562.77,0.21,,,,2.04,,,,,,,,5.0,97.3,,,,,0.0,1.0,0.65,0.116,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
562.77,0.21,,,,2.04,,,,,,,,10.0,91.3,,,,,0.0,1.0,0.65,0.116,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
562.77,0.21,,,,2.04,,,,,,,,15.0,87.1,,,,,0.0,1.0,0.65,0.116,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
562.77,0.21,,,,2.04,,,,,,,,,84.0,,,,,0.0,1.0,0.65,0.116,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
,,,,,,,,,,,,,1.0,170.8,,,,,0.0,1.0,0.63,0.082,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
,,,,,,,,,,,,,2.0,158.14,,,,,0.0,1.0,0.63,0.082,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
,,,,,,,,,,,,,5.0,148.0,,,,,0.0,1.0,0.63,0.082,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
,,,,,,,,,,,,,10.0,141.7,,,,,0.0,1.0,0.63,0.082,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
,,,,,,,,,,,,,15.0,137.05,,,,,0.0,1.0,0.63,0.082,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
,,,,,,,,,,,,,,133.4,,,,,0.0,1.0,0.63,0.082,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
2833.38,2.13,,,0.64,2.32,0.923,,,,,,,1.0,195.36,10000.0,99.87,14.77,526.88,0.0,1.0,0.54,0.074,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
2833.38,2.13,,,0.64,2.32,0.923,,,,,,,2.0,191.46,10000.0,99.87,14.77,526.88,0.0,1.0,0.54,0.074,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
2833.38,2.13,,,0.64,2.32,0.923,,,,,,,5.0,186.23,10000.0,99.87,14.77,526.88,0.0,1.0,0.54,0.074,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
2833.38,2.13,,,0.64,2.32,0.923,,,,,,,10.0,180.44,10000.0,99.87,14.77,526.88,0.0,1.0,0.54,0.074,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
2833.38,2.13,,,0.64,2.32,0.923,,,,,,,15.0,174.11,10000.0,99.87,14.77,526.88,0.0,1.0,0.54,0.074,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
2833.38,2.13,,,0.64,2.32,0.923,,,,,,,,168.4,10000.0,99.87,14.77,526.88,0.0,1.0,0.54,0.074,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
,,,,,,,,,,,,,1.0,161.33,,,,,0.0,1.0,0.68,0.122,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
,,,,,,,,,,,,,2.0,140.28,,,,,0.0,1.0,0.68,0.122,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
,,,,,,,,,,,,,5.0,130.5,,,,,0.0,1.0,0.68,0.122,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
,,,,,,,,,,,,,10.0,119.5,,,,,0.0,1.0,0.68,0.122,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
,,,,,,,,,,,,,15.0,115.24,,,,,0.0,1.0,0.68,0.122,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
,,,,,,,,,,,,,,108.56,,,,,0.0,1.0,0.68,0.122,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
1840.62,0.55,,,,2.54,,,,,,,,1.0,144.78,,,,,0.0,1.0,0.74,0.136,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
1840.62,0.55,,,,2.54,,,,,,,,2.0,130.06,,,,,0.0,1.0,0.74,0.136,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
1840.62,0.55,,,,2.54,,,,,,,,5.0,120.85,,,,,0.0,1.0,0.74,0.136,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
1840.62,0.55,,,,2.54,,,,,,,,10.0,114.7,,,,,0.0,1.0,0.74,0.136,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
1840.62,0.55,,,,2.54,,,,,,,,15.0,112.22,,,,,0.0,1.0,0.74,0.136,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
1840.62,0.55,,,,2.54,,,,,,,,,107.5,,,,,0.0,1.0,0.74,0.136,700.0,10.1016_j.jnoncrysol.2024.123064_extracted_structured
577.0,1.03,0.97,0.97,0.06,,0.91,,76.7,5.7,15.5,2.1,,1.0,63.0,,,,,,,3.09,,900.0,10.1016_j.susmat.2021.e00341_extracted_structured
577.0,1.03,0.97,0.97,0.06,,0.91,,76.7,5.7,15.5,2.1,,5.0,63.0,,,,,,,3.09,,900.0,10.1016_j.susmat.2021.e00341_extracted_structured
1019.0,,,2.41,0.06,,0.93,,73.0,2.0,22.4,2.6,,1.0,148.0,10000.0,90.0,35.0,860.0,,,2.88,,,10.1016_j.susmat.2021.e00341_extracted_structured
1019.0,,,2.41,0.06,,0.93,,73.0,2.0,22.4,2.6,,5.0,148.0,10000.0,90.0,35.0,860.0,,,2.88,,,10.1016_j.susmat.2021.e00341_extracted_structured
1330.0,,,2.94,0.03,,0.94,,79.0,0.8,18.7,1.5,,1.0,92.0,,,,,,,2.42,,,10.1016_j.susmat.2021.e00341_extracted_structured
1330.0,,,2.94,0.03,,0.94,,79.0,0.8,18.7,1.5,,5.0,92.0,,,,,,,2.42,,,10.1016_j.susmat.2021.e00341_extracted_structured
299.0,0.64,0.63,0.63,0.01,,0.93,,80.1,1.9,16.4,1.6,,1.0,45.0,,,,,,,3.76,,,10.1016_j.susmat.2021.e00341_extracted_structured
299.0,0.64,0.63,0.63,0.01,,0.93,,80.1,1.9,16.4,1.6,,5.0,45.0,,,,,,,3.76,,,10.1016_j.susmat.2021.e00341_extracted_structured
586.0,,,,,2.67,,,92.01,,,,1.04,0.5,300.0,5000.0,98.0,,,1.0,1.2,0.7,,750.0,10.1016_j.crgsc.2021.100098_extracted_structured
828.0,,,,,2.66,,,87.19,,,,0.01,0.5,96.0,5000.0,98.0,,,1.0,1.2,0.9,,750.0,10.1016_j.crgsc.2021.100098_extracted_structured
272.0,,,,,2.64,,,,,,,,0.5,80.0,5000.0,98.0,,,1.0,1.2,2.0,,750.0,10.1016_j.crgsc.2021.100098_extracted_structured
1576.86,,,,,,1.36,,73.57,0.24,,2.24,0.38,,,,,,,,,,,700.0,10.1016_j.ijhydene.2022.06.223_extracted_structured
1221.9,,,,,,1.39,,84.13,3.56,,1.33,0.0,,,,,,,,,,,700.0,10.1016_j.ijhydene.2022.06.223_extracted_structured
148.5,0.12,0.06,114.1,0.06,6.4,,,,,,,,5.0,69.0,,,,,-1.0,0.0,,,650.0,10.1016_j.mtener.2017.06.006_extracted_structured
158.8,0.21,0.08,118.5,0.13,,,,,,,,,5.0,148.0,,,,,-1.0,0.0,,,700.0,10.1016_j.mtener.2017.06.006_extracted_structured
158.8,0.21,0.08,118.5,0.13,,,,,,,,,5.0,163.0,,,,,-1.0,0.0,,,700.0,10.1016_j.mtener.2017.06.006_extracted_structured
328.5,0.23,0.09,232.2,0.14,4.4,,,,,,,,5.0,328.5,,,,,-1.0,0.0,,,700.0,10.1016_j.mtener.2017.06.006_extracted_structured
328.5,0.23,0.09,232.2,0.14,4.4,,,,,,,,5.0,326.7,,,,,-1.0,0.0,,,700.0,10.1016_j.mtener.2017.06.006_extracted_structured
326.7,0.24,0.09,229.3,0.15,4.7,,,,,,,,5.0,326.7,,,,,-1.0,0.0,0.26,0.96,700.0,10.1016_j.mtener.2017.06.006_extracted_structured
326.7,0.24,0.09,229.3,0.15,4.7,,,,,,,,5.0,163.0,,,,,-1.0,0.0,0.26,0.96,700.0,10.1016_j.mtener.2017.06.006_extracted_structured
326.7,0.24,0.09,229.3,0.15,4.7,,,,,,,,5.0,289.0,,,,,-1.0,0.0,0.26,0.96,700.0,10.1016_j.mtener.2017.06.006_extracted_structured
514.7,0.38,0.14,350.0,0.24,4.7,,,,,,,,5.0,514.7,20000.0,98.0,,,-1.0,0.0,,2.17,700.0,10.1016_j.mtener.2017.06.006_extracted_structured
514.7,0.38,0.14,350.0,0.24,4.7,,,,,,,,5.0,182.0,20000.0,98.0,,,-1.0,0.0,,2.17,700.0,10.1016_j.mtener.2017.06.006_extracted_structured
514.7,0.38,0.14,350.0,0.24,4.7,,,,,,,,5.0,289.0,20000.0,98.0,,,-1.0,0.0,,2.17,700.0,10.1016_j.mtener.2017.06.006_extracted_structured
,,,,,,,,,,,,,5.0,514.7,20000.0,96.0,,,-1.0,0.0,0.23,1.09,700.0,10.1016_j.mtener.2017.06.006_extracted_structured
,,,,,,,,,,,,,5.0,289.0,20000.0,96.0,,,-1.0,0.0,0.23,1.09,700.0,10.1016_j.mtener.2017.06.006_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,800.0,10.1016_j.mtener.2017.06.006_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,750.0,10.1016_j.biombioe.2025.107767_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,750.0,10.1016_j.biombioe.2025.107767_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,750.0,10.1016_j.biombioe.2025.107767_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,800.0,10.1016_j.biombioe.2025.107767_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,800.0,10.1016_j.biombioe.2025.107767_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,800.0,10.1016_j.biombioe.2025.107767_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,850.0,10.1016_j.biombioe.2025.107767_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,850.0,10.1016_j.biombioe.2025.107767_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,850.0,10.1016_j.biombioe.2025.107767_extracted_structured
,,,,,,,,,,,,,,,,,,,,,,,,10.1016_j.pmatsci.2023.101169_extracted_structured
1651.0,0.71,,,,,,,93.87,0.45,5.61,,,,7.379,,,,,0.0,1.2,,,,10.1016_j.jelechem.2024.118356_extracted_structured
721.5,,,,,,,,92.0,2.0,6.0,,,,9.0,,,,,0.0,1.2,,,700.0,10.1016_j.jelechem.2024.118356_extracted_structured
,,,,,,,,91.73,2.58,5.7,,,,9.2,,,,,0.0,1.2,,,700.0,10.1016_j.jelechem.2024.118356_extracted_structured
1297.0,,,,,,,,91.13,2.66,6.21,,,,9.562,,,,,0.0,1.2,,,700.0,10.1016_j.jelechem.2024.118356_extracted_structured
1297.0,,,,,,,,91.13,2.66,6.21,,,1.2,,,,,,0.0,1.2,,,700.0,10.1016_j.jelechem.2024.118356_extracted_structured
,0.75,,,,,,,90.64,3.35,6.01,,,,9.3,,,,,0.0,1.2,,,700.0,10.1016_j.jelechem.2024.118356_extracted_structured
405.8,0.264,,,,,,,83.18,,10.41,,,0.5,,10000.0,88.0,,,0.01,3.0,,,900.0,10.1016_j.jaap.2024.106691_extracted_structured
405.8,0.264,,,,,,,83.18,,10.41,,,,,10000.0,88.0,,,0.01,3.0,,,900.0,10.1016_j.jaap.2024.106691_extracted_structured
631.9,0.344,,,,2.18,,,,,,,,0.5,,10000.0,94.0,,,0.01,3.0,,,900.0,10.1016_j.jaap.2024.106691_extracted_structured
631.9,0.344,,,,2.18,,,,,,,,,,10000.0,94.0,,,0.01,3.0,,,900.0,10.1016_j.jaap.2024.106691_extracted_structured
22.82,0.1,,,,,,,,,,,,1.0,245.0,,,,,0.0,0.9,,,,10.1016_j.mset.2024.07.004_extracted_structured
19.89,0.1,,,,,,,,,,,,,,,,,,0.0,0.9,,,,10.1016_j.mset.2024.07.004_extracted_structured
17.76,0.07,,,,,,,,,,,,1.0,,,,,,0.0,0.9,,,,10.1016_j.mset.2024.07.004_extracted_structured
48.73,0.21,,,,,,,,,,,,,,,,,,0.0,0.9,,,,10.1016_j.mset.2024.07.004_extracted_structured
60.88,0.33,,,,,,,,,,,,1.0,263.0,,,,,0.0,0.9,,,,10.1016_j.mset.2024.07.004_extracted_structured
717.0,0.38,0.31,633.0,0.07,,1.02,,87.61,4.59,6.9,,0.49,1.0,231.0,,,,,-1.0,0.0,0.6,1.3,700.0,10.1016_j.est.2022.106594_extracted_structured
717.0,0.38,0.31,633.0,0.07,,1.02,,87.61,4.59,6.9,,0.49,4.0,203.0,,,,,-1.0,0.0,0.6,1.3,700.0,10.1016_j.est.2022.106594_extracted_structured
717.0,0.38,0.31,633.0,0.07,,1.02,,87.61,4.59,6.9,,0.49,10.0,179.0,,,,,-1.0,0.0,0.6,1.3,700.0,10.1016_j.est.2022.106594_extracted_structured
1300.0,0.68,0.54,1134.0,0.14,,1.03,,88.87,4.46,6.02,,0.36,1.0,256.0,,,,,-1.0,0.0,,,700.0,10.1016_j.est.2022.106594_extracted_structured
1300.0,0.68,0.54,1134.0,0.14,,1.03,,88.87,4.46,6.02,,0.36,4.0,234.0,,,,,-1.0,0.0,,,700.0,10.1016_j.est.2022.106594_extracted_structured
1300.0,0.68,0.54,1134.0,0.14,,1.03,,88.87,4.46,6.02,,0.36,10.0,208.0,,,,,-1.0,0.0,,,700.0,10.1016_j.est.2022.106594_extracted_structured
1563.0,0.8,0.66,1357.0,0.14,,1.04,,89.46,4.31,5.71,,0.3,1.0,277.0,,,,,-1.0,0.0,,,700.0,10.1016_j.est.2022.106594_extracted_structured
1563.0,0.8,0.66,1357.0,0.14,,1.04,,89.46,4.31,5.71,,0.3,4.0,255.0,,,,,-1.0,0.0,,,700.0,10.1016_j.est.2022.106594_extracted_structured
1563.0,0.8,0.66,1357.0,0.14,,1.04,,89.46,4.31,5.71,,0.3,10.0,233.0,,,,,-1.0,0.0,,,700.0,10.1016_j.est.2022.106594_extracted_structured
1989.0,1.02,0.8,1681.0,0.22,,1.02,,90.16,3.95,5.46,,0.26,1.0,291.0,7000.0,91.4,7.8,239.0,0.0,1.0,,,700.0,10.1016_j.est.2022.106594_extracted_structured
1989.0,1.02,0.8,1681.0,0.22,,1.02,,90.16,3.95,5.46,,0.26,4.0,271.0,7000.0,91.4,7.8,239.0,0.0,1.0,,,700.0,10.1016_j.est.2022.106594_extracted_structured
1989.0,1.02,0.8,1681.0,0.22,,1.02,,90.16,3.95,5.46,,0.26,10.0,257.0,7000.0,91.4,7.8,239.0,0.0,1.0,,,700.0,10.1016_j.est.2022.106594_extracted_structured
1989.0,1.02,0.8,1681.0,0.22,,1.02,,90.16,3.95,5.46,,0.26,1.0,228.0,7000.0,91.4,7.8,239.0,0.0,1.0,,,700.0,10.1016_j.est.2022.106594_extracted_structured
98.0,,,51.0,0.083,,,,,,,,,10.0,126.0,1000.0,94.6,18.3,1600.0,0.0,-0.8,,,800.0,10.1016_j.greenca.2024.01.001_extracted_structured
98.0,,,51.0,0.083,,,,,,,,,1.0,150.0,1000.0,94.6,18.3,1600.0,0.0,-0.8,,,800.0,10.1016_j.greenca.2024.01.001_extracted_structured
60.0,,,2.0,0.057,,,,,,,,,1.0,133.0,,,,,0.0,-0.8,,,800.0,10.1016_j.greenca.2024.01.001_extracted_structured
53.0,,,49.0,0.022,,,,,,,,,1.0,83.0,,,,,0.0,-0.8,,,800.0,10.1016_j.greenca.2024.01.001_extracted_structured
1060.0,,,907.0,0.118,,,,,,,,,1.0,42.0,,,,,0.0,-0.8,,,800.0,10.1016_j.greenca.2024.01.001_extracted_structured
0.96,,,0.203,,,1.01,,76.46,1.35,22.19,,,1.0,81.0,,,,,-1.0,0.0,0.62,0.13,800.0,10.1016_j.est.2020.101494_extracted_structured
0.96,,,0.203,,,1.01,,76.46,1.35,22.19,,,2.0,76.0,,,,,-1.0,0.0,0.62,0.13,800.0,10.1016_j.est.2020.101494_extracted_structured
0.96,,,0.203,,,1.01,,76.46,1.35,22.19,,,3.0,69.0,,,,,-1.0,0.0,0.62,0.13,800.0,10.1016_j.est.2020.101494_extracted_structured
0.96,,,0.203,,,1.01,,76.46,1.35,22.19,,,4.0,63.0,,,,,-1.0,0.0,0.62,0.13,800.0,10.1016_j.est.2020.101494_extracted_structured
0.96,,,0.203,,,1.01,,76.46,1.35,22.19,,,5.0,59.0,,,,,-1.0,0.0,0.62,0.13,800.0,10.1016_j.est.2020.101494_extracted_structured
1903.0,1.01,0.52,957.0,0.49,2.12,,,94.28,0.17,5.55,,,1.0,251.0,,,,,-1.0,0.0,0.65,0.03,800.0,10.1016_j.est.2020.101494_extracted_structured
1903.0,1.01,0.52,957.0,0.49,2.12,,,94.28,0.17,5.55,,,2.0,224.0,,,,,-1.0,0.0,0.65,0.03,800.0,10.1016_j.est.2020.101494_extracted_structured
1903.0,1.01,0.52,957.0,0.49,2.12,,,94.28,0.17,5.55,,,3.0,213.0,,,,,-1.0,0.0,0.65,0.03,800.0,10.1016_j.est.2020.101494_extracted_structured
1903.0,1.01,0.52,957.0,0.49,2.12,,,94.28,0.17,5.55,,,4.0,208.0,,,,,-1.0,0.0,0.65,0.03,800.0,10.1016_j.est.2020.101494_extracted_structured
1903.0,1.01,0.52,957.0,0.49,2.12,,,94.28,0.17,5.55,,,5.0,200.0,,,,,-1.0,0.0,0.65,0.03,800.0,10.1016_j.est.2020.101494_extracted_structured
,,,,,,,,,,,,,1.0,305.0,,,,,-1.0,0.0,0.6,0.04,800.0,10.1016_j.est.2020.101494_extracted_structured
,,,,,,,,,,,,,2.0,270.0,,,,,-1.0,0.0,0.6,0.04,800.0,10.1016_j.est.2020.101494_extracted_structured
,,,,,,,,,,,,,3.0,255.0,,,,,-1.0,0.0,0.6,0.04,800.0,10.1016_j.est.2020.101494_extracted_structured
,,,,,,,,,,,,,4.0,247.0,,,,,-1.0,0.0,0.6,0.04,800.0,10.1016_j.est.2020.101494_extracted_structured
,,,,,,,,,,,,,5.0,245.0,,,,,-1.0,0.0,0.6,0.04,800.0,10.1016_j.est.2020.101494_extracted_structured
,,,,,,,,,,,,,1.0,327.0,,,,,-1.0,0.0,0.62,0.04,800.0,10.1016_j.est.2020.101494_extracted_structured
,,,,,,,,,,,,,2.0,289.0,,,,,-1.0,0.0,0.62,0.04,800.0,10.1016_j.est.2020.101494_extracted_structured
,,,,,,,,,,,,,3.0,279.0,,,,,-1.0,0.0,0.62,0.04,800.0,10.1016_j.est.2020.101494_extracted_structured
,,,,,,,,,,,,,4.0,268.0,,,,,-1.0,0.0,0.62,0.04,800.0,10.1016_j.est.2020.101494_extracted_structured
,,,,,,,,,,,,,5.0,260.0,,,,,-1.0,0.0,0.62,0.04,800.0,10.1016_j.est.2020.101494_extracted_structured
